subject_id,story,social_interaction,asymmetric,symmetric,no_relationship,understood,pass_attention
66a3839fa40137fba0cfd575fd641474,weekend,reciprocity,0,6,0,yes,TRUE
66a3839fa40137fba0cfd575fd641474,feedback,precedent,2,4,1,yes,TRUE
66a3839fa40137fba0cfd575fd641474,babysitting,no_interaction,0,4,3,yes,TRUE
66a3839fa40137fba0cfd575fd641474,concerts,precedent,5,2,0,yes,TRUE
66a3839fa40137fba0cfd575fd641474,conversation,no_interaction,1,4,2,yes,TRUE
66a3839fa40137fba0cfd575fd641474,restaurant,reciprocity,0,6,0,yes,TRUE
66a3839fa40137fba0cfd575fd641474,scheduling,no_interaction,0,3,5,yes,TRUE
66a3839fa40137fba0cfd575fd641474,architects,precedent,1,5,1,yes,TRUE
66a3839fa40137fba0cfd575fd641474,housemates,precedent,5,2,0,yes,TRUE
66a3839fa40137fba0cfd575fd641474,gifts,no_interaction,0,3,3,yes,TRUE
66a3839fa40137fba0cfd575fd641474,family meals,precedent,4,2,0,yes,TRUE
66a3839fa40137fba0cfd575fd641474,meeting location,reciprocity,1,5,0,yes,TRUE
11ad2f27bdc01cfb863384e166232943,weekend,precedent,4,4,1,yes,TRUE
11ad2f27bdc01cfb863384e166232943,restaurant,precedent,2,5,1,yes,TRUE
11ad2f27bdc01cfb863384e166232943,scheduling,reciprocity,2,5,1,yes,TRUE
11ad2f27bdc01cfb863384e166232943,fundraising,precedent,5,1,1,yes,TRUE
11ad2f27bdc01cfb863384e166232943,feedback,no_interaction,2,5,3,yes,TRUE
11ad2f27bdc01cfb863384e166232943,meeting location,precedent,4,2,2,yes,TRUE
11ad2f27bdc01cfb863384e166232943,conversation,reciprocity,1,5,1,yes,TRUE
11ad2f27bdc01cfb863384e166232943,architects,no_interaction,2,4,3,yes,TRUE
11ad2f27bdc01cfb863384e166232943,meeting prep,no_interaction,1,5,5,yes,TRUE
11ad2f27bdc01cfb863384e166232943,family meals,no_interaction,2,4,3,yes,TRUE
11ad2f27bdc01cfb863384e166232943,concerts,reciprocity,0,6,0,yes,TRUE
11ad2f27bdc01cfb863384e166232943,gifts,precedent,4,2,0,yes,TRUE
11ad2f27bdc01cfb863384e166232943,group project,reciprocity,1,5,1,yes,TRUE
11ad2f27bdc01cfb863384e166232943,groceries,precedent,2,4,2,yes,TRUE
11ad2f27bdc01cfb863384e166232943,housemates,reciprocity,2,5,1,yes,TRUE
11ad2f27bdc01cfb863384e166232943,police,no_interaction,2,4,2,yes,TRUE
11ad2f27bdc01cfb863384e166232943,coffee,no_interaction,2,4,3,yes,TRUE
11ad2f27bdc01cfb863384e166232943,babysitting,reciprocity,0,6,0,yes,TRUE
a3e2417176eb79b2004689d92166dfaa,coffee,precedent,6,0,3,yes,TRUE
a3e2417176eb79b2004689d92166dfaa,fundraising,reciprocity,0,6,3,yes,TRUE
a3e2417176eb79b2004689d92166dfaa,meeting prep,precedent,6,0,3,yes,TRUE
a3e2417176eb79b2004689d92166dfaa,concerts,no_interaction,0,0,0,yes,TRUE
a3e2417176eb79b2004689d92166dfaa,conversation,no_interaction,1,3,2,yes,TRUE
a3e2417176eb79b2004689d92166dfaa,groceries,reciprocity,0,6,0,yes,TRUE
a3e2417176eb79b2004689d92166dfaa,housemates,no_interaction,0,6,0,yes,TRUE
a3e2417176eb79b2004689d92166dfaa,meeting location,reciprocity,0,6,0,yes,TRUE
a3e2417176eb79b2004689d92166dfaa,gifts,reciprocity,0,6,6,yes,TRUE
a3e2417176eb79b2004689d92166dfaa,architects,precedent,6,0,3,yes,TRUE
a3e2417176eb79b2004689d92166dfaa,weekend,reciprocity,0,0,0,yes,TRUE
a3e2417176eb79b2004689d92166dfaa,family meals,precedent,6,0,0,yes,TRUE
a3e2417176eb79b2004689d92166dfaa,scheduling,no_interaction,0,0,6,yes,TRUE
a3e2417176eb79b2004689d92166dfaa,babysitting,no_interaction,0,6,6,yes,TRUE
a3e2417176eb79b2004689d92166dfaa,restaurant,reciprocity,0,6,0,yes,TRUE
a3e2417176eb79b2004689d92166dfaa,feedback,precedent,0,6,3,yes,TRUE
a3e2417176eb79b2004689d92166dfaa,police,precedent,6,0,3,yes,TRUE
a3e2417176eb79b2004689d92166dfaa,group project,no_interaction,3,6,3,yes,TRUE
dc9074789a88229b9249fcdab09011f4,conversation,precedent,5,1,5,yes,TRUE
dc9074789a88229b9249fcdab09011f4,fundraising,precedent,6,1,6,yes,TRUE
dc9074789a88229b9249fcdab09011f4,groceries,no_interaction,0,6,6,yes,TRUE
dc9074789a88229b9249fcdab09011f4,scheduling,precedent,0,6,1,yes,TRUE
dc9074789a88229b9249fcdab09011f4,gifts,reciprocity,0,6,1,yes,TRUE
dc9074789a88229b9249fcdab09011f4,architects,reciprocity,0,6,1,yes,TRUE
dc9074789a88229b9249fcdab09011f4,meeting prep,no_interaction,0,5,5,yes,TRUE
dc9074789a88229b9249fcdab09011f4,housemates,reciprocity,4,4,6,yes,TRUE
dc9074789a88229b9249fcdab09011f4,weekend,precedent,5,1,5,yes,TRUE
dc9074789a88229b9249fcdab09011f4,coffee,precedent,4,4,4,yes,TRUE
dc9074789a88229b9249fcdab09011f4,police,reciprocity,0,6,5,yes,TRUE
dc9074789a88229b9249fcdab09011f4,feedback,no_interaction,0,6,2,yes,TRUE
dc9074789a88229b9249fcdab09011f4,restaurant,no_interaction,0,3,0,yes,TRUE
dc9074789a88229b9249fcdab09011f4,family meals,reciprocity,0,6,0,yes,TRUE
dc9074789a88229b9249fcdab09011f4,concerts,reciprocity,0,6,5,yes,TRUE
dc9074789a88229b9249fcdab09011f4,babysitting,precedent,3,3,5,yes,TRUE
dc9074789a88229b9249fcdab09011f4,meeting location,no_interaction,0,6,1,yes,TRUE
dc9074789a88229b9249fcdab09011f4,group project,no_interaction,5,1,2,yes,TRUE
7cdd3cd4fa569c1b6dbcb0691ef20664,housemates,no_interaction,1,4,5,yes,TRUE
7cdd3cd4fa569c1b6dbcb0691ef20664,group project,precedent,6,1,0,yes,TRUE
7cdd3cd4fa569c1b6dbcb0691ef20664,gifts,no_interaction,1,5,0,yes,TRUE
7cdd3cd4fa569c1b6dbcb0691ef20664,weekend,reciprocity,0,4,0,yes,TRUE
7cdd3cd4fa569c1b6dbcb0691ef20664,architects,precedent,1,5,0,yes,TRUE
7cdd3cd4fa569c1b6dbcb0691ef20664,feedback,precedent,1,6,1,yes,TRUE
7cdd3cd4fa569c1b6dbcb0691ef20664,groceries,reciprocity,0,6,0,yes,TRUE
7cdd3cd4fa569c1b6dbcb0691ef20664,concerts,precedent,4,2,0,yes,TRUE
7cdd3cd4fa569c1b6dbcb0691ef20664,conversation,no_interaction,1,4,5,yes,TRUE
7cdd3cd4fa569c1b6dbcb0691ef20664,babysitting,reciprocity,3,3,0,yes,TRUE
7cdd3cd4fa569c1b6dbcb0691ef20664,scheduling,reciprocity,1,5,0,yes,TRUE
7cdd3cd4fa569c1b6dbcb0691ef20664,police,precedent,3,3,0,yes,TRUE
7cdd3cd4fa569c1b6dbcb0691ef20664,meeting prep,reciprocity,0,6,0,yes,TRUE
7cdd3cd4fa569c1b6dbcb0691ef20664,restaurant,reciprocity,1,5,3,yes,TRUE
7cdd3cd4fa569c1b6dbcb0691ef20664,coffee,no_interaction,3,3,5,yes,TRUE
7cdd3cd4fa569c1b6dbcb0691ef20664,meeting location,precedent,3,3,0,yes,TRUE
7cdd3cd4fa569c1b6dbcb0691ef20664,family meals,no_interaction,2,4,0,yes,TRUE
7cdd3cd4fa569c1b6dbcb0691ef20664,fundraising,no_interaction,3,3,6,yes,TRUE
0662ed0c251e1c694de17b17651d0e2d,weekend,no_interaction,3,3,4,yes,TRUE
0662ed0c251e1c694de17b17651d0e2d,scheduling,reciprocity,1,5,0,yes,TRUE
0662ed0c251e1c694de17b17651d0e2d,housemates,no_interaction,3,4,5,yes,TRUE
0662ed0c251e1c694de17b17651d0e2d,feedback,reciprocity,1,6,1,yes,TRUE
0662ed0c251e1c694de17b17651d0e2d,family meals,precedent,4,2,0,yes,TRUE
0662ed0c251e1c694de17b17651d0e2d,groceries,reciprocity,1,5,1,yes,TRUE
0662ed0c251e1c694de17b17651d0e2d,meeting prep,reciprocity,1,6,0,yes,TRUE
0662ed0c251e1c694de17b17651d0e2d,architects,no_interaction,4,3,3,yes,TRUE
0662ed0c251e1c694de17b17651d0e2d,restaurant,no_interaction,3,3,6,yes,TRUE
0662ed0c251e1c694de17b17651d0e2d,fundraising,no_interaction,1,4,3,yes,TRUE
0662ed0c251e1c694de17b17651d0e2d,police,precedent,5,1,0,yes,TRUE
0662ed0c251e1c694de17b17651d0e2d,group project,precedent,6,0,0,yes,TRUE
0662ed0c251e1c694de17b17651d0e2d,conversation,precedent,5,1,0,yes,TRUE
0662ed0c251e1c694de17b17651d0e2d,babysitting,reciprocity,0,6,0,yes,TRUE
0662ed0c251e1c694de17b17651d0e2d,concerts,precedent,5,2,0,yes,TRUE
0662ed0c251e1c694de17b17651d0e2d,coffee,no_interaction,3,3,5,yes,TRUE
0662ed0c251e1c694de17b17651d0e2d,meeting location,reciprocity,1,5,0,yes,TRUE
0662ed0c251e1c694de17b17651d0e2d,gifts,precedent,6,0,1,yes,TRUE
0681c8a75433d1408598856473e574a4,meeting location,reciprocity,1,6,1,yes,TRUE
0681c8a75433d1408598856473e574a4,police,precedent,6,0,0,yes,TRUE
0681c8a75433d1408598856473e574a4,weekend,no_interaction,4,1,1,yes,TRUE
0681c8a75433d1408598856473e574a4,feedback,reciprocity,0,6,1,yes,TRUE
0681c8a75433d1408598856473e574a4,groceries,reciprocity,0,6,0,yes,TRUE
0681c8a75433d1408598856473e574a4,gifts,precedent,6,0,1,yes,TRUE
0681c8a75433d1408598856473e574a4,restaurant,no_interaction,4,1,2,yes,TRUE
0681c8a75433d1408598856473e574a4,housemates,precedent,2,4,0,yes,TRUE
0681c8a75433d1408598856473e574a4,group project,reciprocity,0,6,0,yes,TRUE
0681c8a75433d1408598856473e574a4,family meals,precedent,6,1,0,yes,TRUE
0681c8a75433d1408598856473e574a4,coffee,no_interaction,1,5,2,yes,TRUE
0681c8a75433d1408598856473e574a4,meeting prep,reciprocity,0,6,1,yes,TRUE
0681c8a75433d1408598856473e574a4,scheduling,reciprocity,1,5,1,yes,TRUE
0681c8a75433d1408598856473e574a4,conversation,precedent,5,0,1,yes,TRUE
0681c8a75433d1408598856473e574a4,fundraising,no_interaction,1,5,2,yes,TRUE
0681c8a75433d1408598856473e574a4,architects,no_interaction,2,4,2,yes,TRUE
0681c8a75433d1408598856473e574a4,babysitting,no_interaction,4,1,5,yes,TRUE
0681c8a75433d1408598856473e574a4,concerts,precedent,6,0,0,yes,TRUE
c9fdf88c1ccccccd9b088a98cb602982,scheduling,precedent,4,2,1,yes,TRUE
c9fdf88c1ccccccd9b088a98cb602982,meeting prep,no_interaction,1,5,3,yes,TRUE
c9fdf88c1ccccccd9b088a98cb602982,police,reciprocity,1,5,0,yes,TRUE
c9fdf88c1ccccccd9b088a98cb602982,meeting location,no_interaction,3,3,2,yes,TRUE
c9fdf88c1ccccccd9b088a98cb602982,groceries,precedent,4,2,1,yes,TRUE
c9fdf88c1ccccccd9b088a98cb602982,architects,no_interaction,1,5,4,yes,TRUE
c9fdf88c1ccccccd9b088a98cb602982,coffee,reciprocity,2,4,1,yes,TRUE
c9fdf88c1ccccccd9b088a98cb602982,gifts,reciprocity,2,4,1,yes,TRUE
c9fdf88c1ccccccd9b088a98cb602982,fundraising,precedent,5,1,2,yes,TRUE
c9fdf88c1ccccccd9b088a98cb602982,group project,no_interaction,3,3,2,yes,TRUE
c9fdf88c1ccccccd9b088a98cb602982,restaurant,precedent,5,1,1,yes,TRUE
c9fdf88c1ccccccd9b088a98cb602982,family meals,reciprocity,1,5,0,yes,TRUE
c9fdf88c1ccccccd9b088a98cb602982,weekend,precedent,5,1,1,yes,TRUE
c9fdf88c1ccccccd9b088a98cb602982,housemates,reciprocity,2,5,1,yes,TRUE
c9fdf88c1ccccccd9b088a98cb602982,babysitting,precedent,4,2,2,yes,TRUE
c9fdf88c1ccccccd9b088a98cb602982,feedback,no_interaction,2,4,3,yes,TRUE
c9fdf88c1ccccccd9b088a98cb602982,conversation,reciprocity,5,1,1,yes,TRUE
c9fdf88c1ccccccd9b088a98cb602982,concerts,no_interaction,3,3,6,yes,TRUE
134f065d91d3d044ddb7056a12d0c891,meeting prep,no_interaction,2,5,2,yes,TRUE
134f065d91d3d044ddb7056a12d0c891,housemates,precedent,5,2,1,yes,TRUE
134f065d91d3d044ddb7056a12d0c891,scheduling,no_interaction,4,3,3,yes,TRUE
134f065d91d3d044ddb7056a12d0c891,groceries,no_interaction,2,4,3,yes,TRUE
134f065d91d3d044ddb7056a12d0c891,group project,reciprocity,2,5,1,yes,TRUE
134f065d91d3d044ddb7056a12d0c891,coffee,precedent,4,3,1,yes,TRUE
134f065d91d3d044ddb7056a12d0c891,meeting location,reciprocity,3,5,1,yes,TRUE
134f065d91d3d044ddb7056a12d0c891,concerts,reciprocity,2,5,1,yes,TRUE
134f065d91d3d044ddb7056a12d0c891,fundraising,precedent,4,3,1,yes,TRUE
134f065d91d3d044ddb7056a12d0c891,gifts,reciprocity,3,4,1,yes,TRUE
134f065d91d3d044ddb7056a12d0c891,weekend,precedent,6,1,0,yes,TRUE
134f065d91d3d044ddb7056a12d0c891,family meals,precedent,5,2,1,yes,TRUE
134f065d91d3d044ddb7056a12d0c891,police,reciprocity,2,4,1,yes,TRUE
134f065d91d3d044ddb7056a12d0c891,feedback,no_interaction,3,3,3,yes,TRUE
134f065d91d3d044ddb7056a12d0c891,conversation,reciprocity,4,4,1,yes,TRUE
134f065d91d3d044ddb7056a12d0c891,restaurant,no_interaction,3,4,4,yes,TRUE
134f065d91d3d044ddb7056a12d0c891,architects,precedent,5,1,1,yes,TRUE
134f065d91d3d044ddb7056a12d0c891,babysitting,no_interaction,2,4,4,yes,TRUE
afe82f326973d8d8040d23658d803df2,family meals,precedent,5,1,4,yes,TRUE
afe82f326973d8d8040d23658d803df2,meeting location,precedent,5,5,3,yes,TRUE
afe82f326973d8d8040d23658d803df2,groceries,reciprocity,1,6,0,yes,TRUE
afe82f326973d8d8040d23658d803df2,fundraising,no_interaction,3,3,6,yes,TRUE
afe82f326973d8d8040d23658d803df2,feedback,precedent,4,4,0,yes,TRUE
afe82f326973d8d8040d23658d803df2,gifts,no_interaction,3,3,6,yes,TRUE
afe82f326973d8d8040d23658d803df2,weekend,reciprocity,1,6,0,yes,TRUE
afe82f326973d8d8040d23658d803df2,architects,precedent,4,4,0,yes,TRUE
afe82f326973d8d8040d23658d803df2,concerts,precedent,5,1,0,yes,TRUE
afe82f326973d8d8040d23658d803df2,meeting prep,reciprocity,1,6,0,yes,TRUE
afe82f326973d8d8040d23658d803df2,coffee,no_interaction,3,3,5,yes,TRUE
afe82f326973d8d8040d23658d803df2,conversation,no_interaction,3,3,3,yes,TRUE
afe82f326973d8d8040d23658d803df2,scheduling,reciprocity,1,5,0,yes,TRUE
afe82f326973d8d8040d23658d803df2,police,precedent,6,2,0,yes,TRUE
afe82f326973d8d8040d23658d803df2,group project,reciprocity,0,6,0,yes,TRUE
afe82f326973d8d8040d23658d803df2,housemates,no_interaction,3,4,4,yes,TRUE
afe82f326973d8d8040d23658d803df2,restaurant,reciprocity,1,6,0,yes,TRUE
afe82f326973d8d8040d23658d803df2,babysitting,no_interaction,0,2,6,yes,TRUE
4fedfe5f2dcf3c91808b409f0d318c38,meeting location,no_interaction,2,4,4,yes,TRUE
4fedfe5f2dcf3c91808b409f0d318c38,housemates,reciprocity,1,5,0,yes,TRUE
4fedfe5f2dcf3c91808b409f0d318c38,family meals,no_interaction,3,3,5,yes,TRUE
